smarts,label
"[$([!#6!#1;R1]1[!#6!#1;R1][CR1][CR1][CR1][CR1]1),$([!#6!#1;R1]1[CR1][!#6!#1;R1][CR1][CR1][CR1]1),$([!#6!#1;R1]1[CR1][CR1][!#6!#1;R1][CR1][CR1]1)]",Extended Functional Groups (EFG)
"[$([NR1]1[NR1][CR1][CR1][CR1][CR1]1),$([NR1]1[CR1][NR1][CR1][CR1][CR1]1),$([NR1]1[CR1][CR1][NR1][CR1][CR1]1)]",Extended Functional Groups (EFG)
"[$([OR1]1[OR1][CR1][CR1][CR1][CR1]1),$([OR1]1[CR1][OR1][CR1][CR1][CR1]1),$([OR1]1[CR1][CR1][OR1][CR1][CR1]1)]",Extended Functional Groups (EFG)
"[$([SR1]1[SR1][CR1][CR1][CR1][CR1]1),$([SR1]1[CR1][SR1][CR1][CR1][CR1]1),$([SR1]1[CR1][CR1][SR1][CR1][CR1]1)]",Extended Functional Groups (EFG)
[NR1]1[CR1][CR1][OR1][CR1][CR1]1,Extended Functional Groups (EFG)
"[$([OR1]1[OR1][CR1]=[CR1][CR1]=[CR1]1),$([OR1]1[CR1]=[CR1][OR1][CR1]=[CR1]1)]",Extended Functional Groups (EFG)
"[$([a!c;R1]1[a!c;R1][cR1][cR1][cR1][cR1]1),$([a!c;R1]1[cR1][a!c;R1][cR1][cR1][cR1]1),$([a!c;R1]1[cR1][cR1][a!c;R1][cR1][cR1]1)]",Extended Functional Groups (EFG)
[nR1]1[nR1][cR1][cR1][cR1][cR1]1,Extended Functional Groups (EFG)
[nR1]1[cR1][nR1][cR1][cR1][cR1]1,Extended Functional Groups (EFG)
[nR1]1[cR1][cR1][nR1][cR1][cR1]1,Extended Functional Groups (EFG)
"[$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[#6R1]~1)]",Extended Functional Groups (EFG)
"[$([!#6!#1;R1]1[!#6!#1;R1][!#6!#1;R1][CR1][CR1][CR1]1),$([!#6!#1;R1]1[!#6!#1;R1][CR1][!#6!#1;R1][CR1][CR1]1),$([!#6!#1;R1]1[CR1][!#6!#1;R1][CR1][!#6!#1;R1][CR1]1)]",Extended Functional Groups (EFG)
"[$([NR1]1[NR1][NR1][CR1][CR1][CR1]1),$([NR1]1[NR1][CR1][NR1][CR1][CR1]1),$([NR1]1[CR1][NR1][CR1][NR1][CR1]1)]",Extended Functional Groups (EFG)
"[$([OR1]1[OR1][OR1][CR1][CR1][CR1]1),$([OR1]1[OR1][CR1][OR1][CR1][CR1]1),$([OR1]1[CR1][OR1][CR1][OR1][CR1]1)]",Extended Functional Groups (EFG)
"[$([SR1]1[SR1][SR1][CR1][CR1][CR1]1),$([SR1]1[SR1][CR1][SR1][CR1][CR1]1),$([SR1]1[CR1][SR1][CR1][SR1][CR1]1)]",Extended Functional Groups (EFG)
"[$([a!c;R1]1[a!c;R1][a!c;R1][cR1][cR1][cR1]1),$([a!c;R1]1[a!c;R1][cR1][a!c;R1][cR1][cR1]1),$([a!c;R1]1[cR1][a!c;R1][cR1][a!c;R1][cR1]1)]",Extended Functional Groups (EFG)
"[$([nR1]1[nR1][nR1][cR1][cR1][cR1]1),$([nR1]1[nR1][cR1][nR1][cR1][cR1]1),$([nR1]1[cR1][nR1][cR1][nR1][cR1]1)]",Extended Functional Groups (EFG)
"[$([!#6!#1;R1]1[!#6!#1;R1][!#6!#1;R1][!#6!#1;R1][CR1][CR1]1),$([!#6!#1;R1]1[!#6!#1;R1][!#6!#1;R1][CR1][!#6!#1;R1][CR1]1),$([!#6!#1;R1]1[!#6!#1;R1][CR1][!#6!#1;R1][!#6!#1;R1][CR1]1)]",Extended Functional Groups (EFG)
"[$([NR1]1[NR1][NR1][NR1][CR1][CR1]1),$([NR1]1[NR1][CR1][NR1][NR1][CR1]1),$([NR1]1[NR1][NR1][CR1][NR1][CR1]1)]",Extended Functional Groups (EFG)
"[$([OR1]1[OR1][OR1][OR1][CR1][CR1]1),$([OR1]1[OR1][CR1][OR1][OR1][CR1]1)]",Extended Functional Groups (EFG)
"[$([SR1]1[SR1][SR1][SR1][CR1][CR1]1),$([SR1]1[SR1][CR1][SR1][SR1][CR1]1)]",Extended Functional Groups (EFG)
"[$([a!c;R1]1[a!c;R1][a!c;R1][a!c;R1][cR1][cR1]1),$([a!c;R1]1[a!c;R1][a!c;R1][cR1][a!c;R1][cR1]1),$([a!c;R1]1[a!c;R1][cR1][a!c;R1][a!c;R1][cR1]1)]",Extended Functional Groups (EFG)
"[$([nR1]1[nR1][nR1][nR1][cR1][cR1]1),$([nR1]1[nR1][nR1][cR1][nR1][cR1]1),$([nR1]1[nR1][cR1][nR1][nR1][cR1]1)]",Extended Functional Groups (EFG)
[!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~1,Extended Functional Groups (EFG)
[!#6!#1;R1]1-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-[CR1]-1,Extended Functional Groups (EFG)
[a!c;R1]1[a!c;R1][a!c;R1][a!c;R1][a!c;R1][cR1]1,Extended Functional Groups (EFG)
[nR1]1[nR1][nR1][nR1][nR1][cR1]1,Extended Functional Groups (EFG)
[!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~1,Extended Functional Groups (EFG)
[!#6!#1;R1]1-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-1,Extended Functional Groups (EFG)
[$([!#6!#1;R1]1=[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~1);!$([a!c]1[a!c][a!c][a!c][a!c][a!c]1)],Extended Functional Groups (EFG)
[a!c;R1]1[a!c;R1][a!c;R1][a!c;R1][a!c;R1][a!c;R1]1,Extended Functional Groups (EFG)
[nR1]1[nR1][nR1][nR1][nR1][nR1]1,Extended Functional Groups (EFG)
[!#6!#1]1~[!#6!#1]~[!#6!#1]~[!#6!#1]~[!#6!#1]~[!#6!#1]~1,Extended Functional Groups (EFG)
"[$([SR1]1[SR1][CR1]=[CR1][CR1]=[CR1]1),$([SR1]1[CR1]=[CR1][SR1][CR1]=[CR1]1)]",Extended Functional Groups (EFG)
[NR1]1[NR1][NR1][NR1][NR1][CR1]1,Extended Functional Groups (EFG)
[OR1]1[OR1][OR1][OR1][OR1][CR1]1,Extended Functional Groups (EFG)
[SR1]1[SR1][SR1][SR1][SR1][CR1]1,Extended Functional Groups (EFG)
"[!#8!#7!#16][CX3]([!#8!#7!#16])=[CX3]([!#8!#7!#16])[!#8!#7!#16] AND NOT [$([CX3]=[CX2]=[CX3]),$([CX3]=[CX3][CX3]=[CX3]),$([CX3]=[CX3][CX4][CX3]=[CX3])]",Extended Functional Groups (EFG)
[CX3]=[CX2]=[CX3],Extended Functional Groups (EFG)
"[CX3]=[CX3][CX4][F,Cl,Br,I]",Extended Functional Groups (EFG)
[CX3]=[CX3][CX4]F,Extended Functional Groups (EFG)
[CX3]=[CX3][CX4]Cl,Extended Functional Groups (EFG)
[CX3]=[CX3][CX4]Br,Extended Functional Groups (EFG)
[CX3]=[CX3][CX4]I,Extended Functional Groups (EFG)
F[CX3]=[CX3],Extended Functional Groups (EFG)
Cl[CX3]=[CX3],Extended Functional Groups (EFG)
Br[CX3]=[CX3],Extended Functional Groups (EFG)
I[CX3]=[CX3],Extended Functional Groups (EFG)
F[CX2]#[CX2],Extended Functional Groups (EFG)
Cl[CX2]#[CX2],Extended Functional Groups (EFG)
I[CX2]#[CX2],Extended Functional Groups (EFG)
Br[CX2]#[CX2],Extended Functional Groups (EFG)
"[CX4&!$([CX4]([SX2])([#7,O,S,F,Cl,Br,I,P]))][SX2][CX4&!$([CX4]([SX2])([#7,O,S,F,Cl,Br,I,P]))]",Extended Functional Groups (EFG)
"[CX4&!$([CX4]([SX2])([#7,O,S,F,Cl,Br,I,P]))][SX2]c",Extended Functional Groups (EFG)
c[SX2&!$([SX2r3])]c,Extended Functional Groups (EFG)
c([OH1])c([OH1]),Extended Functional Groups (EFG)
c([OH1])[aR1]c([OH1]),Extended Functional Groups (EFG)
c1([OH1])aac([OH1])aa1,Extended Functional Groups (EFG)
c([SH1])c([SH1]),Extended Functional Groups (EFG)
c([SH1])[aR1]c([SH1]),Extended Functional Groups (EFG)
c1([SH1])aac([SH1])aa1,Extended Functional Groups (EFG)
"c([OH1])c[NX3]([#1,#6])[#1,#6]",Extended Functional Groups (EFG)
"c([OH1])[aR1]c[NX3]([#1,#6])[#1,#6]",Extended Functional Groups (EFG)
"c1([OH1])aac([NX3]([#1,#6])[#1,#6])aa1",Extended Functional Groups (EFG)
"c([SH1])c[NX3]([#1,#6])[#1,#6]",Extended Functional Groups (EFG)
"c([SH1])[aR1]c[NX3]([#1,#6])[#1,#6]",Extended Functional Groups (EFG)
"c1([SH1])aac([NX3]([#1,#6])[#1,#6])aa1",Extended Functional Groups (EFG)
"[CX2]#[CX2][OX2][#6&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))&!$([CX3]([OX2])=[OX1,SX1,NX2,C])]",Extended Functional Groups (EFG)
"[CX2]#[CX2][SX2][#6&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))&!$([CX3]([OX2])=[OX1,SX1,NX2,C])]",Extended Functional Groups (EFG)
"[#1,#6&!$([CX3]=[OX1,SX1,NX2])][OX2][CX3](=[OX1])[OX2][#6&!$([CX3]=[OX1,SX1,NX2])]",Extended Functional Groups (EFG)
"[#6][OX2][Sv6X4](=[OX1])(=[OX1])[OH1,OX1-,$([OX2][#6])]",Extended Functional Groups (EFG)
[OX1]=[Pv5X4]([NX3])([#6])[!#6!$([SX2])],Extended Functional Groups (EFG)
"[OX1]=[Pv5X4]([F,Cl,Br,I])([#6])[!#6!$([SX2])]",Extended Functional Groups (EFG)
[#6][OX2H],Biodegradable compounds
[CX3H1](=O)[#6],Biodegradable compounds
[!$(C=O);$([C&!a])][OX2&H0][!$(C=O);$([C&!a])],Nonbiodegradable compounds
"[$([NX3,NX4+][CX4H]([*])[CX3](=[OX1])[O,N]),$([$([$([NX3H2,NX4H3+]),$([NX3H](C)(C))][CX4H2][CX3](=[OX1])[OX2H,OX1-,N])])]",Biodegradable compounds
"[$([a][F,Cl,I])]",Nonbiodegradable compounds
"[$([a]N(~O)~O),$([a]N([#1])[*]),$([a]N([#1])[!#1])]",Nonbiodegradable compounds
"[$([#16X4](=[OX1])(=[OX1])([a])[OX2H,OX1H0-]),$([#16X4+2]([OX1-])([OX1-])([a])[OX2H,OX1H0-])]",Nonbiodegradable compounds
[$([!R&N]=[!R&N])],Nonbiodegradable compounds
[N]#[C]~[AR0]~[AR0]~[AR0]~[AR0]~[AR0]~[AR0]~[AR0]~[AR0],Nonbiodegradable compounds
[$(C1OC1)],Nonbiodegradable compounds
[#6][CX3](=O)[$([OX2H0]([#6])[#6])],Biodegradable compounds
[CX3H2](=O),Biodegradable compounds
"[$([C;!R]([C])([C])[C])] AND [#6][F,Cl,Br,I]",Nonbiodegradable compounds
[C][C](=O)[C],Nonbiodegradable compounds
"[$([a&R]([OX2H])[a&R]([OX2H])),$([a&R]([OX2H])a[a&R]([OX2H])),$([a&R]([OX2H])aa[a&R]([OX2H]))]",Nonbiodegradable compounds
[C]#[N],Biodegradable compounds
[$(NN=O)],Nonbiodegradable compounds
[$(n1ccccc1)],Nonbiodegradable compounds
[$([C]([CH3])([CH3])([CH3])([*]))],Nonbiodegradable compounds
[!R&NX3&H0],Nonbiodegradable compounds
"[$(n1nnccc1),$(n1ncncc1),$(n1cncnc1)]",Nonbiodegradable compounds
[$([*]C(F)(F)F)],Nonbiodegradable compounds
[$([C&H2]=[C])] > 1 AND NOT [$([*]~C([!#1])~[*])],Nonbiodegradable compounds
c1cccc2c1c3c(c5CNCOc25)cco3,AlphaScreen-FHs
"[OX1,N]=[#6]1-,:[#6]=,:[#6]2-,:[#16X2,#8X2]-,:[#6]3=,:[#6]-,:[#6](=,:[#6]-,:[#6]=,:[#6]3-,:[#7]=,:[#6]2-,:[#6]=,:[#6]1)",AlphaScreen-FHs
"[#6]2=,:[#6]3-,:[#6]4=,:[#6](-,:[#6]=,:[#6]-,:[#6]=,:[#6]4)-,:[#6](=O)-,:[#6]4=,:[#6]3-,:[#6](=,:[#6]-,:[#6]=,:[#6]4)[#7]-,:[#6]2=O",AlphaScreen-FHs
"[c,n]1cnn2c([NH])cnc12",AlphaScreen-FHs
"[#6R1]1-,:[#6R1](=[OX1])c2ccccc2-,:[#6]([NX3])=,:1",AlphaScreen-FHs
[CX4]1c2ccccc2[NX3]([CX4][CX4][CX4][NX3])[CX4]1,AlphaScreen-FHs
"[$(c1[nv3X2][c,n][c,n,s][c,n]1),$(c2[nv3X2][c,n][c,n][c,n][c,n]2)]-[$(c1[nv3X2][c,n][c,n,s][c,n]1),$(c2[nv3X2][c,n][c,n][c,n][c,n]2)]",Alphascreen-His-FH
"[$([NX3][CH2]c1ncnc([NX3])c1),$([NX3][CH2]c1nccc([NX3])n1)]",Alphascreen-His-FH
"[$([NX3]([H,CX4!H0!R])([H,CX4!H0!R])[C!H0!R]c1[nv3X2]n([H,CH3])cc1),$([NX3]([H,CX4!H0!R])([H,CX4!H0!R])[C!H0!R]c1[nv3X2]ccn1[H,CH3])]",Alphascreen-His-FH
"c1cccnc1[CH2!R][NX3!R]([H,CH3])[CH2!R]",Alphascreen-His-FH
"[nv3X2]c([c,s,n])[CX4][NX3]([H,C])[CX4]c([c,s,n])[nv3X2,nv3X3H1]",Alphascreen-His-FH
[nv3X2]1cncc1[CX4][CX4][NH2],Alphascreen-His-FH
[nv3X3]1c(-c[nv3X2])c[nv3X2]c1,Alphascreen-His-FH
c([nv3X2])(c)[NX3H1!R]c([nv3X2])(c),Alphascreen-His-FH
"[$(c1[nX2][c,n][c,n][c,n]1),$([cr6][nX2r6])][CX4H2!R][$(c2[nX2][c,n][c,n][c,n]2),$([cr6][nX2r6])]",Alphascreen-His-FH
c1ccc[nv3X2]c1[#6](~[#7])~[#7],Alphascreen-His-FH
"[SX2]-[#6R1]2=,:[#7R1]-,:[#6R1]=,:[#6R1]-,:[#7R2]3-,:[#6R1](=O)-,:[#7R1]-,:[#7R1]=,:[#6R2]23",Alphascreen-His-FH
"[$([cr5][n,s;r5][n,o;r5]),$([cr5]([nr5])[s,o,n;r5])][Nv3X3H1!R][CX3!R](=[OX1])[$([cr5][nv3X2r5]),$(c1ncccc1),$(c1c([OX2][CH3])cccc1)]",Alphascreen-His-FH
"[$(c1nnc[o,n]1),$(c1nccs1)][Nv3X3H!R][C!R](=[OX1])[CX4!H0]([H,CX4])[SX2,n]cc",Alphascreen-His-FH
C1=C([OH1])[NX3][CX3](=[OX1])[NX3][CX3]1(=[OX1]),Alphascreen-His-FH
"[H,C][OX2]c1c([CX4][NX3])ccc2cccnc21",Alphascreen-His-FH
c1cccc2[NX3][CX4][CX3](=[OX1])[OX2]c12,Alphascreen-His-FH
"[OX1]=[CX3]1C([F,Cl,Br,I])=C([F,Cl,Br,I])[CX3](=[OX1])C([F,Cl,Br,I])=C1[F,Cl,Br,I]",Alphascreen-His-FH
nc[nv3X3Hr5]c[CX4]c[nv3X2],Alphascreen-His-FH
[OH][CX3](=[OX1])c1ncccc1,Chelating agents
"[OH][CX3](=[OX1])[#6]1-,:[$([#7X3+]-[OX1-]),$([#7v5X3]=[OX1])]=,:[#6]-,:[#6]=,:[#6]-,:[#6]=,:1",Chelating agents
c1cccc2c1ccc([OH])n2,Chelating agents
"[#6]1=,:[#6]-,:[#6]=,:[#6]([OH])-,:[#6]2=,:[#6]1-,:[#6]=,:[#6]-,:[#6]=,:[$([#7X3+]-[OX1-]),$([#7v5X3]=[OX1])]2",Chelating agents
c1ccc([OH])c2c1cccn2,Chelating agents
c1ccc([SH])c2c1cccn2,Chelating agents
c1ccc([CX3](=[OX1])[OH])c2c1cccn2,Chelating agents
[NH2]c1nc([NH2])cc([OH])n1,Chelating agents
[SH]c1nc([OH])ccn1,Chelating agents
[OH]c1nc([SH])ccn1,Chelating agents
[SH]c1nc([CH3])cc([CH3])n1,Chelating agents
[SH]c1nc([CX4])cc([CX4])n1,Chelating agents
[OH]c1nc([OH])cc([CH3])n1,Chelating agents
[OH]c1nc([OH])cc([CX4])n1,Chelating agents
[NH2]c1ncnc2c1nc[nH]2,Chelating agents
[NH2]c1ncnc2c1nc[nX3]2,Chelating agents
"[CH3]c1nc([OH])cc([OH,CH3])n1",Chelating agents
"[CX4]c1nc([OH])cc([OH,CX4])n1",Chelating agents
"O=[#6]1-,:[#6]([OH])=,:[#6]-,:[#8]-,:[#6]=,:[#6]-,:1",Chelating agents
"S=[#6]1-,:[#6]([OH])=,:[#6]-,:[#8]-,:[#6]=,:[#6]-,:1",Chelating agents
"O=[#6]1-,:[#8]-,:[#6]=,:[#6]-,:[#6]=,:[#6]([OH])-,:1",Chelating agents
"O=[#6]1-,:[#7]([OH])-,:[#6]=,:[#6]-,:[#6]=,:[#6]-,:1",Chelating agents
"S=[#6]1-,:[#7]([OH])-,:[#6]=,:[#6]-,:[#6]=,:[#6]-,:1",Chelating agents
"O=[#6]1-,:[#6]([OH])=,:[#6]([CX4])-,:[#7]([CX4])-,:[#6]=,:[#6]-,:1",Chelating agents
"O=[#6]1-,:[#7]([H,CH3])-,:[#6]=,:[#6]-,:[#6]=,:[#6]-,:1([OH])",Chelating agents
"O=[#6]1-,:[#7X3]-,:[#6]=,:[#6]-,:[#6]=,:[#6]-,:1([OH])",Chelating agents
"S=[#6]1-,:[#6]([OH])=,:[#6]([CX4])-,:[#7]([CX4])-,:[#6]=,:[#6]-,:1",Chelating agents
"S=[#6]1-,:[#7]([CH3])-,:[#6]=,:[#6]-,:[#6]=,:[#6]-,:1([OH])",Chelating agents
"S=[#6]1-,:[#7]([CX4])-,:[#6]=,:[#6]-,:[#6]=,:[#6]-,:1([OH])",Chelating agents
[OH]c1ccccc1[CX3](=[OX1])[OH],Chelating agents
[OH]c1ccccc1[CX3](=[OX1])[NH2],Chelating agents
[CX4][CX3](=[OX1])[NX3H1][OH],Chelating agents
[CX4][CX3](=[OX1])[NX3][OH],Chelating agents
[nX3H]1cccc1C(=[OX1])[OH],Chelating agents
[nX3]1cccc1C(=[OX1])[OH],Chelating agents
c1ccnc(c1)C[NX3H]Cc2ccccn2,Chelating agents
c1ccnc(c1)C[NX3]Cc2ccccn2,Chelating agents
C1C[NX3H1]CC[NX3H1]CC[NX3H1]1,Chelating agents
C1C[NX3]CC[NX3]CC[NX3]1,Chelating agents
"c1ccc2c(c1)-,:[#6](=O)-,:[#6]=,:[#6](-,:[#6]2=O)[OH]",Chelating agents
c1cnc(cc1[CX4][OH])c2cc(ccn2)[CX4][OH],Chelating agents
c1cc2c(nc1)c3c(cccn3)cc2,Chelating agents
c1ccc(c(c1)[OH])[OH],Chelating agents
"c1ccc(c(c1)[OH,SH])[OX2][CX4]",Chelating agents
"[OH][#6]1=,:[#6]-,:[#6]=,:[#6]-,:[#6]=,:[#6]-,:[#6]1=[OX1]",Chelating agents
c1ccc2c(c1)ccc(c2[OH])[OH],Chelating agents
c1ccc2cc(c(cc2c1)[OH])[OH],Chelating agents
c1cc(c(c(c1)[NH2])[OH])C(=[OX1])[OH],Chelating agents
c1cc(c(c(c1)[OH])[OH])C(=[OX1])[OH],Chelating agents
c1ccc(c(c1)c2nc3ccccc3o2)[OH],Chelating agents
c1ccc(c(c1)c2nc3ccccc3s2)[OH],Chelating agents
[CH3]c1ccc(cc1)[Sv6X4](=[OX1])(=[OX1])[NX3H2],Chelating agents
[CX4]c1ccc(cc1)[Sv6X4](=[OX1])(=[OX1])[NX3H2],Chelating agents
"C[CX3](=[OX1])[CX4!H0]([H,CX4,Cl])[CX3](=[OX1])C",Chelating agents
C[CX3](=[OX1])[CX4][CX3](=[OX1])C,Chelating agents
"[!#1!#2!#5!#6!#7!#8!#9!#10!#14!#15!#16!#17!#18!#32!#33!#34!#35!#36!#51!#52!#53!#54!#84!#85!#86]~[#6,#7,#8,#16]",Custom filters
[#6] >0,Custom filters
[Pt],Custom filters
[N;!R][C;!R](=O)[!#7] OR [N;!R][C;!R](=O)[N;!R],Custom filters
"[Br,Cl,F,I][CX3](=[OX1])[#1,*&!$([OH1])&!$([SH1])]",Non-genotoxic carcinogenicity
[OX2;H1][CH2][NX3],Non-genotoxic carcinogenicity
"[CX3]([CX4,#1])([F,Cl,Br,I])=[CX3]([CX4,#1])[!F!Cl!Br!I]",Non-genotoxic carcinogenicity
"[F,Cl,Br,I][CH2][CH2][NX3,SX2][CH2][CH2][F,Cl,Br,I]",Non-genotoxic carcinogenicity
"[$([OX2]1[CX4][CX4][CX3]1(=[OX1])),$([CX4]1[CX4][CX4][Sv6;X4](=[OX1])(=[OX1])[OX2]1)]",Non-genotoxic carcinogenicity
"[CX4]1[OX2,NX3][CX4]1",Non-genotoxic carcinogenicity
"[CX4;!H0][Br,Cl,I]",Non-genotoxic carcinogenicity
[OX1]=[NX2][OX2][CX4],Non-genotoxic carcinogenicity
[CX3](=[OX1])[CX3H1]=[CX3],Non-genotoxic carcinogenicity
"[CX3]([H])(=[OX1])[#1,#6&!$([CX3]=[CX3])]",Non-genotoxic carcinogenicity
"[$([#6X3]1=,:[#6X3]-,:[#6X3](=[OX1])-,:[#6X3]=,:[#6X3]-,:[#6X3]1(=[OX1])),$([#6X3]1(=[OX1])-,:[#6X3](=[OX1])-,:[#6X3]=,:[#6X3]-,:[#6X3]=,:[#6X3]1)]",Non-genotoxic carcinogenicity
[NX3;!$([NX3](=[OX1])=[OX1]);!$([NX3+](=[OX1])[O-])][NX3;!$([NX3](=[OX1])=[OX1]);!$([NX3+](=[OX1])[O-])],Non-genotoxic carcinogenicity
"[$([C,#1][NX2]=[NX2][C,#1]),$([CX3]=[NX2+]=N),$([CX3]=[NX2+]=[NX1-]),$([CX3-][NX2+]#[NX1]),$([CX3][NX2]#[NX1]),$(C[NX2]=N(=O)[*]),$(C[NX2]=[N+]([O-])[*])]",Non-genotoxic carcinogenicity
"[NX2]=[CX2]=[OX1,Sv2X1]",Non-genotoxic carcinogenicity
"[NX3]([C,#1])([C,#1])[CX3](=[OX1,Sv2X1])[OX2,Sv2X2]C",Non-genotoxic carcinogenicity
"[$([aR3].[n,o,s]),$([$([aR2]([aR])([aR])([aR]))].[$([aR2]([aR])([aR])([aR]))].[$([aR2]([aR])([aR])([aR]))].[$([aR2]([aR])([aR])([aR]))].[n,o,s])]",Non-genotoxic carcinogenicity
[NH2]C1=C(C#[NX1])[C!H0](-cc)C(C#[NX1])=C([NH2])S1,AlphaScreen-GST-FHs
"[#16X2]1-,:[#6X3]([CX2]#[NX1])=,:[#6X3]([CX2]#[NX1])-,:[#16X2]-,:[#6X3]([CX2]#[NX1])=,:[#6X3]1([CX2]#[NX1])",AlphaScreen-GST-FHs
"[OX1,SX1]=[#6X3]1c2c([nX2][cX3,nX2,nX3][cX3,nX2,nX3][cX3,nX2,nX3]2)[c,n]2c1[cX3!$([#6X3]=[A])][cX3!$([#6X3]=[A])][cX3!$([#6X3]=[A])][cX3!$([#6X3]=[A])]2",AlphaScreen-GST-FHs
"[SX1]=[#6X3]1-,:[#7X3H1]-,:[#7X2,#6X3!$([#6X3]=[A])]=,:[#7X2,#6X3!$([#6X3]=[A])]-,:[#7X2,#6X3!$([#6X3]=[A])]=,:[#6X3]1([CX2]#[NX1])",AlphaScreen-GST-FHs
"[OX1]=[#6X3]1-,:[#6X3]=,:[#6X3]-,:[#6X3]([CX2]#[NX1])=,:[#6X3]2-,:[#7X3]([CX4][CX4]([OX2H1])[CX4][NX3H1]c5ccccc5)-,:[#6]3ccccc3-,:[#7X3]12",AlphaScreen-GST-FHs
[SX2]1C(=C(C4=C1[NX3!H0]C(C(=[C!H0]4)C(=[OX1])[OX2H1])=[OX1])[NX3H2])C(=[OX1])[NX3!H0],AlphaScreen-GST-FHs
"[OX2]1[CX3]([NX3H2])=[CX3]([CX2]#[NX1])[CX4][#6X3]2[#6X3](=[OX1])-,:[#7X3H1]-,:[#6X3]=,:[#6X3]-,:[#6X3]12",AlphaScreen-GST-FHs
"[$([#8]1-,:[#6](-,:[#16]c4cc(ccc14)[#7,#8])=[OX1,SX1]),$([#8]1-,:[#6](-,:[#16]c4ccc(cc14)[#7,#8])=[OX1,SX1])]",AlphaScreen-GST-FHs
"[#6X3]1-,:[#6X3]=,:[#6X3]-,:[#6X3]=,:[#6X3]2-,:[#6X3]1-,:[#6X3](=[OX1])-,:[#6X3]3-,:[nX3]4-,:[#6X3](-,:[#6X3]=,:[#6X3]-,:[#6X3]=,:[#6X3]4)=,:[#6X3]-,:[#6X3]3-,:[#6X3]2=[OX1]",AlphaScreen-GST-FHs
[OX1]=[CX3]1[CX4][CX4][CX4][CX3]2=[CX3]1[CX4](c5ccc([OX2H1])c([OX2H1])c5)[NX3]c3ccc4[nX2]cccc4c23,AlphaScreen-GST-FHs
"[#7X2]1=,:[#6X3]-,:[#6X3](-,:[#6X3](-,:[#7X3]1)=[SX1,OX1])=,:[#6X3H1](-,:[#7X3H1])",AlphaScreen-GST-FHs
c1[#16+]cccc1,AlphaScreen-GST-FHs
"[OX1,SX1]=[#6X3]1[#7X3](-,:[#7X2]=,:[#6X3][NX3H1][#6])-,:[cX3!$([#6X3]=[A])]=,:[#7X2]-,:[cX3!$([#6X3]=[A])]=,:[cX3!$([#6X3]=[A])]1",AlphaScreen-GST-FHs
"[OX1]=[#6X3]1-,:[#6X3]2scc-,:[#6X3]2-,:[#7X3]3-,:[#6X3](=,:[#7X2]-,:[#7X2]=,:[#6X3]3[CX4])-,:[#7X3]1[CX4H3]",AlphaScreen-GST-FHs
"[OX1,SX1]=[#6X3]1[#7X3]-,:[#6X3!$([#6X3]=[A])](-[NX3])=,:[#7X2]-,:[#6X3]2([nX2][#6X3!$([#6X3]=[A])][#6X3!$([#6X3]=[A])][#6X3!$([#6X3]=[A])]c12)",AlphaScreen-GST-FHs
"[#6X3]1(=[OX1,SX1])-,:[#7X3H1]-,:[#6X3](=[OX1,SX1])-,:[#7X3,#7X2]~[#6X3]([#7X2,#7X3;R1])-,:[#6X3]1[sX2r5R1,nX2r5R1,$([nx2r6R1]([cX3])[cX3])]",AlphaScreen-GST-FHs
"[OX1,SX1]=[#6X3]1-,:[#7X3H1]-,:[#6X4]-,:[#7X3H1]-,:[#6]2-,:[#16X2,#8X2]-,:[#6]3[CX4][NX3,CX4][CX4][CX4]-,:[#6]3-,:[#6]12",AlphaScreen-GST-FHs
"[#7X3]1-,:[#6X3](=[OX1,SX1])-,:[#6X3](=[OX1,SX1])-,:[NX3]-,:[#6X3]2[cX3!$([#6X3]=[A])][cX3]([NX3H1][CX3]=[OX1])[cX3!$([#6X3]=[A])][cX3!$([#6X3]=[A])][cX3]12",AlphaScreen-GST-FHs
"s1[c,nX2][c,nX2](-c(c)[nX2,nX3,sX2])[nX2]c1",AlphaScreen-GST-FHs
o1nc([CX4])nc1[CX4H2][SX4](=[OX1])(=[OX1])[CX4H2][CX3](=[OX1])[NX3!H0],AlphaScreen-GST-FHs
"[#6]1-,:[#6]=,:[#6]-,:[#6X3](=[OX1])-,:[#6]([OX2H1])=,:[#6]-,:[#6]=,:1",AlphaScreen-GST-FHs
