SMILES,Caco-2Papp(× 10x6cm/s),LogPapp Value
CC(C)[C@H](N)c1cc(C)ccc1N2CCN(CC2)C(=O)[C@@H]3CN(C[C@H]3c4ccc(Cl)cc4)C5CCOCC5,0.8,-0.096910013
CC(C)[C@@H](NS(=O)(=O)c1ccc(cc1)c2ccc(OCc3cccc(c3)C#N)cc2)C(=O)O,0.8,-0.096910013
CC(C)(C)[C@@H](O)C(=O)N1CC(=O)C[C@H]1C(=O)NCc2cc(Cl)ccc2n3cnnn3,0.8,-0.096910013
CC(C)(C(=O)O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,0.8,-0.096910013
CC#CCn1c(nc2N(C)C(=O)N(Cc3nc(C)c4ccccc4n3)C(=O)c12)N5CCC[C@@H](N)C5,0.8,-0.096910013
Brc1ccc2cc(sc2c1)C(=O)NC3(CCCC3)C(=O)N[C@H](Cc4ccccc4)C(=O)NCC5CCN(CC6CCOCC6)CC5,0.8,-0.096910013
Cc1cc(COc2ccc(cc2)C(=O)NC3(CC(=O)NO)CCN(CC3)C(=O)CC(C)(C)C)c4ccccc4n1,0.79,-0.102372909
COc1cc(Br)c(cc1OC)S(=O)(=O)Cc2ccc(Cl)c(O[C@@H]3CCN(C)C3)c2,0.78,-0.107905397
CN1C(=C(C(=O)N(C)C1=O)c2ccc(C[C@H](NC(=O)c3c(F)cccc3F)C(=O)O)cc2)C,0.77,-0.113509275
CC(C)CCN1N=C(N(C)C(C)C)C(=C(C2=NS(=O)(=O)c3cc(NS(=O)(=O)C)ccc3N2)C1=O)O,0.77,-0.113509275
CCCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)C)C(=O)N,0.763,-0.117475462
OCCc1cnn(c1)c2nccc3C(=O)NC=Nc23,0.76,-0.119186408
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]2NCC[C@@H]2c3ccccc3,0.76,-0.119186408
CN(CCc1cnn(c1)c2nccc3C(=O)NC=Nc23)Cc4ccc(cc4)S(=O)(=O)C,0.76,-0.119186408
CN(C)CCc1cnn(c1)c2nccc3C(=O)NC=Nc23,0.76,-0.119186408
CN(C)C[C@@H]1CCN([C@@H]1C(=O)N)C(=O)Nc2nc3CCc4sc(nc4c3s2)C(C)(C)C,0.76,-0.119186408
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4cnc[nH]4)NC(=O)[C@H](CCC(=O)N)NC(=O)CCC(=O)N[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N7CCC[C@H]7C(=O)NCC(=O)N,0.76,-0.119186408
CC(C)[C@H](N)CC(=S)N[C@@H](C)CC(=O)O,0.754,-0.122628654
NCC(=O)N1CCn2c(C1)nc(c3ccc(F)cc3)c2Nc4ccc(Cl)c(F)c4,0.75,-0.124938737
CC1CCN(CC1)S(=O)(=O)c2cn(Cc3ccc(F)cc3)c4cnc5C(=O)N(O)CCc5c24,0.75,-0.124938737
CC[C@@H](C)OC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](C)(O)[C@@H]1O)Oc4ccccc4,0.75,-0.124938737
CC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](Cc2ccccc2)C(=O)N3C[C@@H](C[C@@H]3C(=O)NCCN=C(N)N)OCc4ccc5ccccc5c4,0.75,-0.124938737
OC(=O)CCCN1CC(Oc2c(OCc3ccc(OCCCCc4ccccc4)cc3)cccc12)C(=O)O,0.74,-0.13076828
CC1=CN=C(NCCc2ccc(cc2)C(F)(F)F)C(=O)N1CC(=O)NCCONC(=N)N,0.74,-0.13076828
Cn1c2CC3CCC(N3)c2c4cc(ccc14)S(=O)(=O)c5c[nH]c6ccccc56,0.73,-0.13667714
CC(C)N(CC1CNCC1NC(=O)OCC2=CC=CC=C2)C(=O)C3=CC(=C(C=C3)OC)OCCCOC,0.72,-0.142667504
CCN(CC)Cc1c(O)c(OC)c(O)c2[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3OC(=O)c12,0.72,-0.142667504
CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc3ccc(O)cc3)NC1=O,0.72,-0.142667504
OC(=O)Cc1ccc(Cn2ccnc2)cc1,0.71,-0.148741651
COc1ccc(CP(=O)(O)[C@]2(C[C@H]2C=C)NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@@H](NC(=O)OC4CCCC4)C(C)(C)C)Oc5cc(nc6cc(OC)ccc56)c7csc(NC(C)C)n7)cc1,0.71,-0.148741651
Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)NC(C)(C)C(=O)O)CC3,0.71,-0.148741651
ONC(=O)[C@H]1COCC[C@H]1NC(=O)c2ccc(Cn3c(nc4ccccc34)C(F)(F)F)cc2,0.7,-0.15490196
OC(=O)c1sc(nc1CC(=O)N2CCc3c(Cl)cccc23)N4CCOCC4,0.7,-0.15490196
O=C1C[C@@H](c2ccc(C[C@H](Nc3nc4ccccc4s3)c5nc6ccccc6[nH]5)cc2)S(=O)(=O)N1,0.7,-0.15490196
NS(=O)(=O)c1cccc(CN(C2CCNCC2)c3ccc4[nH]ccc4c3)c1,0.7,-0.15490196
NCC(=O)N1CCn2c(C1)nc(c3ccc(F)cc3)c2Nc4ccc(F)cc4,0.7,-0.15490196
NC(=O)c1ccccc1OCCCN2CCN(CC2)c3cccc4c3ccn4S(=O)(=O)c5ccccc5,0.7,-0.15490196
NC(=O)c1cc(C(=O)N2CCc3cc(ccc23)c4ccccc4CN5CCCC5)n(n1)c6ccc7onc(N)c7c6,0.7,-0.15490196
NC(=N)NOCCNC(=O)Cc1c(F)c(NCC(F)(F)c2cccc(F)c2)ccc1C#N,0.7,-0.15490196
Fc1cnc(c2cc[nH]n2)c3[nH]cc(C(=O)C(=O)N4CCN(CC4)C(=O)c5ccccc5)c13,0.7,-0.15490196
CS(=O)(=O)N1CCN(CC1)c2cnc(nc2)N3CCN(C(=O)N[C@@H]4C5CC6CC4C[C@@](O)(C6)C5)c7ccccc37,0.7,-0.15490196
COc1ccc2c(O[C@@H]3C[C@H](N(C3)C(=O)[C@@H](NC(=O)OC4CCCC4)C(C)(C)C)C(=O)N[C@@]5(C[C@H]5C=C)P(=O)(O)Cc6ccccc6)cc(nc2c1)c7csc(NC(C)C)n7,0.7,-0.15490196
COc1ccc(cc1)n2nc(c3CCN(C(=O)c23)c4ccc(cc4)C5(CC5)C6=NCCN6C)C(F)(F)F,0.7,-0.15490196
CNC(=O)N1CCC(CN2C[C@H](N(C3CCN(CC3)C4(C)CCN(CC4)C(=O)c5c(C)cc(nc5C)C#N)C2=O)c6ccccc6)CC1,0.7,-0.15490196
Cn1cnc(c1)S(=O)(=O)N(Cc2oc(cc2)C(F)(F)F)C3CN(Cc4cncn4C)c5ccc(cc5C3)C#N,0.7,-0.15490196
Cn1c(cc2cc(NC(=O)C(C)(C)NC(=O)c3ccc4c(C5CCCCC5)c(c6ccccn6)n(C)c4c3)ccc12)C(=O)O,0.7,-0.15490196
CN(C)C(=O)c1cccc(c1)c2cnc(N)c(n2)c3nc4cccc(N5CCNCC5)c4[nH]3,0.7,-0.15490196
Clc1cc(Cl)cc(CC(=O)NC(Cc2ccccn2)C(=O)NCC(=O)NCC#N)c1,0.7,-0.15490196
Clc1cc(C[C@H](Nc2nc3ccccc3s2)c4nc5ccccc5[nH]4)ccc1C6CC(=O)NS6(=O)=O,0.7,-0.15490196
CCCC(=O)c1cc(C#N)c(nc1C)N2CCC(CC2)C(=O)NS(=O)(=O)Cc3ccc(C)c(F)c3,0.7,-0.15490196
CCc1ccc(cc1)C2=NN(C)C3=NC(=O)N(Cc4ccccc4)C(=O)C3=N2,0.7,-0.15490196
CCC[C@H]1N(CCC[C@@]1(Oc2csc(c2)C(F)(F)F)C(=O)N3CCN(CC3)c4ccccc4OCC(=O)O)C(=O)c5cnccc5C(F)(F)F,0.7,-0.15490196
Cc1nn(cc1c2ccccc2)[C@@H]3C[C@H](N(C3)C(=O)[C@@H](NC(=O)OC4CCCC4)C(C)(C)C)C(=O)N[C@@]5(C[C@H]5C=C)C(=O)NS(=O)(=O)C6CC6,0.7,-0.15490196
Cc1nc(NC(=O)N2C[C@H](O)C[C@H]2C(=O)N)sc1c3csc(n3)C(C)(C)C,0.7,-0.15490196
Cc1cc(CCC(=O)O)cc(C)c1c2nc3ccc(cc3[nH]2)C(=O)Nc4ccc(cc4)C(C)(C)C,0.7,-0.15490196
Cc1cc(Cc2ccc(cc2)C(=O)N[C@@H]3CN(CC#C)C[C@@H]3C(=O)NO)c4ccccc4n1,0.7,-0.15490196
CC1=CC=C(NS(=O)(=O)c2cccc(C)c2)C(=O)N1CC(=O)NCCONC(=N)N,0.7,-0.15490196
CC(F)(F)c1nc2ccccc2n1Cc3ccc(cc3)C(=O)N[C@@H]4CCOC[C@@H]4C(=O)NO,0.7,-0.15490196
CC(C)(C)CCN1C(=O)C(=C(O)c2cccn12)C3=NS(=O)(=O)c4cc(NS(=O)(=O)C)ccc4N3,0.7,-0.15490196
CC(C)(C)CC1=NN(CCC2CC2)C(=O)C(=C1O)C3=NS(=O)(=O)c4cc(NS(=O)(=O)C)ccc4N3,0.7,-0.15490196
CC(C)(C)[C@@H](O)C(=O)N1CS(=O)(=O)C[C@H]1C(=O)NCc2cc(Cl)ccc2n3cnnn3,0.7,-0.15490196
COc1ccc2c(O[C@@H]3C[C@H](N(C3)C(=O)[C@@H](NC(=O)OC4CCCC4)C(C)(C)C)C(=O)N[C@@]5(C[C@H]5C=C)P(=O)(O)Cc6ccccc6C)cc(nc2c1)c7csc(NC(C)C)n7,0.69,-0.161150909
COc1ccc2c(O[C@@H]3C[C@H](N(C3)C(=O)[C@@H](NC(=O)OC4CCCC4)C(C)(C)C)C(=O)N[C@@]5(C[C@H]5C=C)P(=O)(O)Cc6ccc(C)cc6)cc(nc2c1)c7csc(NC(C)C)n7,0.69,-0.161150909
C[C@H](NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](C)(O)[C@@H]1O)Oc4ccccc4)C(=O)OCC(C)(C)C,0.69,-0.161150909
Cc1ncnc(C)c1C(=O)N2C[C@H]3CN(CCC(C4CCN(CC4)S(=O)(=O)C)c5ccccc5)C[C@H]3C2,0.685,-0.164309429
CS(=O)(=O)Nc1ccc2NC(=NS(=O)(=O)c2c1)C3=C(O)[C@H]4CCCC[C@H]4N(Cc5ccc(F)cc5)C3=O,0.67,-0.173925197
CS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c12,0.67,-0.173925197
CC1=CN=C(NCCc2ccc3CCCc3c2)C(=O)N1CC(=O)NCCONC(=N)N,0.67,-0.173925197
C[C@H](NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](C)(O)[C@@H]1O)Oc4ccccc4)C(=O)OC(C)(C)C,0.67,-0.173925197
N[C@@H](Cc1ccccc1)C(=O)OC[C@H]2O[C@H]([C@@H](O)[C@@H]2O)n3cnc4c(N)ncnc34,0.668,-0.175223538
Cc1cc[n+]([O-])c(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(c4ccccc4)c5cccnc5,0.666666667,-0.176091259
C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)O)ccc34)[C@@H]1CCC2=O,0.665,-0.177178355
CNc1ccc(cn1)C2=NC(=O)N(CCC3CCOCC3)c4c2oc5ncc(cc45)c6cnn(C)c6,0.66,-0.180456064
CN(C)C(=N)NC(=N)N,0.66,-0.180456064
CN(C)C1=CC(=NC(=O)N1C)OCc2cc(F)c(Oc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2,0.65,-0.187086643
Cc1ccc(NC(=O)c2ccc3nc([nH]c3c2)c4c(C)cc(NCC(=O)O)cc4C)cc1C,0.65,-0.187086643
C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC1=O,0.642,-0.192464972
N[C@@H]1CCCN(C1)C2=Nc3[nH]ccc3C(=O)N2Cc4ccccc4C#N,0.64,-0.193820026
FC(F)(F)CCCN1CCC(CS(=O)(=O)N2[C@@H]3CC[C@H]2C[C@H](C3)NC(=O)c4cc5CC(=O)Nc5cc4Cl)CC1,0.64,-0.193820026
COc1ccc2c(O[C@@H]3C[C@H](N(C3)C(=O)[C@@H](NC(=O)OC4CCCC4)C(C)(C)C)C(=O)N[C@@]5(C[C@H]5C=C)P(=O)(O)Cc6cccc(C)c6)cc(nc2c1)c7csc(NC(C)C)n7,0.64,-0.193820026
CC(C)N(CC1CNCC1NC(=O)OCC2CCCCC2)C(=O)C3=CC(=C(C=C3)OC)OCCCOC,0.63,-0.200659451
CC(C)C[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CN(C)C(=O)[C@@H](C)N(C)C(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@@H]4CCCN4C1=O,0.63,-0.200659451
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O.C(=CC(=O)O)C(=O)O,0.62,-0.207608311
O[C@H](Cc1ccccn1)C(=O)N2C[C@H]3C[C@H]3[C@H]2C(=O)NCc4cc(Cl)ccc4n5cnnn5,0.62,-0.207608311
Fc1cccc(NC2=C(Cl)C(=O)c3ccncc3C2=O)c1,0.62,-0.207608311
CN(C(=O)C)c1ccc(OC2CN(C2)c3c4CCNCCc4nc5ccnn35)cc1,0.62,-0.207608311
CC[NH+](CC)CC.CC(=O)O[C@@H]1[C@@H](COS(=O)(=O)[N-]C(=O)c2ccccc2O)O[C@H]([C@@H]1OC(=O)C)n3cnc4c(N)ncnc34,0.62,-0.207608311
CC(C)C[C@@H](CC(=O)O)NC(=O)C[C@H](C)N,0.613,-0.212539525
CC1(C)N(CCn2c(Nc3ccc(F)c(F)c3)c(nc12)c4ccc(F)cc4)C(=O)CN,0.61,-0.214670165
CC(C)[C@@H](N)C(=O)OC[C@H]1O[C@H]([C@@H](O)[C@@H]1O)n2cnc3c(N)ncnc23,0.601,-0.221125528
C1C(N2C=C(C=C2C(=O)N1)C3=CC(=CC=C3)F)CC(=O)NC(CN)C4=CC=CC=C4,0.6,-0.22184875
OC1=C(C2=CS(=O)(=O)c3ccccc3N2)C(=O)N(Cc4ccc(F)cc4)c5ccc(F)cc15,0.6,-0.22184875
OC(=O)c1ccc(cc1)N2CCN(CC2)S(=O)(=O)c3ccc4NC(=O)Cc4c3,0.6,-0.22184875
OC(=O)[C@@H]1CC[C@@H](CC1)Oc2ccc(cc2)C(=O)Nc3nnc(Nc4ccccc4)s3,0.6,-0.22184875
OC(=O)[C@@H]1CC[C@@H](CC1)Oc2ccc(cc2)C(=O)Nc3nnc(NC4CCCC4)s3,0.6,-0.22184875
O[C@H](COc1cc(O)c(Cl)cc1C(=O)N2CC[C@H](O)C2)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4,0.6,-0.22184875
NC1=NC(C2=NCCCN12)(c3ccncc3)c4cccc(c4)c5cncnc5,0.6,-0.22184875
NC1=NC(C2=NCC(F)(F)CN12)(c3ccncc3)c4cccc(c4)c5cncnc5,0.6,-0.22184875
NC(=O)c1cc2cc(ccc2[nH]1)C3(Cc4ccccc4)CCNC3,0.6,-0.22184875
Fc1ccc(NC(=O)CC2=NC(=CC(=O)N2)N3CCOCC3)cc1,0.6,-0.22184875
Fc1cc(F)cc(Cc2ccc3[nH]nc(NC(=O)c4ccc(cc4NC5CCOCC5)N6CCNCC6)c3c2)c1,0.6,-0.22184875
COc1cccc2N(CCc12)C(=O)CC3=NC(=CC(=O)N3)N4CCOCC4,0.6,-0.22184875
COc1ccc2cc(ccc2c1)c3nc(CN4CCc5cc(OC)c(OC)cc5C4)cs3,0.6,-0.22184875
COc1ccc(cc1OC)C(=O)NCc2cccc(c2)C(=O)Nc3ccc(CO)cc3,0.6,-0.22184875
COc1ccc(cc1)C2(N=C(N)N3CCCN=C23)c4cccc(c4)c5cncnc5,0.6,-0.22184875
CNCC1(CC1)c2ccc(cc2)N3CCc4c(nn(c5ccc(OC)cc5)c4C3=O)C#N,0.6,-0.22184875
CNC(=O)NC1(CCN(C[C@@H]2C[C@@]2(C(=O)N(C)Cc3ccccc3)c4ccc(Cl)c(Cl)c4)CC1)c5ccccc5,0.6,-0.22184875
Cn1ncc(C(=O)N2CCC(CC2)NC3=CC(=O)Nc4ccc(F)cc34)c1Cl,0.6,-0.22184875
Cn1cncc1CN2CC(Cc3cc(ccc23)C#N)N(CC4CCN(CC4)C(=O)Nc5ccc(Br)cc5)S(=O)(=O)c6ccccn6,0.6,-0.22184875
Cn1cncc1CN2CC(Cc3cc(ccc23)C#N)N(CC4CCN(CC4)C(=O)NC(C)(C)C)S(=O)(=O)c5ccccn5,0.6,-0.22184875
Cn1cncc1CN2CC(Cc3cc(ccc23)C#N)N(CC4CCN(CC4)C(=O)N5CCCCC5)S(=O)(=O)c6ccccn6,0.6,-0.22184875
Cn1cncc1CN2CC(Cc3cc(ccc23)C#N)N(CC4CCN(CC4)C(=O)N5CCCC5)S(=O)(=O)c6ccccn6,0.6,-0.22184875
CN1CCC(CC1)(NC(=O)c2ccc3c(C4CCCCC4)c(c5ccccn5)n(C)c3c2)C(=O)Nc6ccc(\C=C\C(=O)O)cc6,0.6,-0.22184875
CN1C[C@H](N(C2CCN(CC2)C3(C)CCN(CC3)C(=O)c4c(C)cc(nc4C)C#N)C1=O)c5ccccc5,0.6,-0.22184875
Cn1c(c2ccccn2)c(C3CCCCC3)c4ccc(cc14)C(=O)N[C@]5(CCCNC5)C(=O)Nc6ccc(\C=C\C(=O)O)cc6,0.6,-0.22184875
CN1C(=O)N(Cc2cc(Cl)ccc2F)C(=O)[C@]13C(=O)N(CC(=O)O)c4ccc(Cl)cc34,0.6,-0.22184875
CN(OCCNC(=O)Cc1c(F)c(NCC(F)(F)c2ccccn2)ccc1C#N)C(=N)N,0.6,-0.22184875
CN(CCCN1CCC(CN2c3ccccc3Sc4ccc(cc24)C(=O)O)CC1)C5=CC(=O)N(C)C(=O)N5C,0.6,-0.22184875
CN(Cc1ccccc1)C(=O)[C@]2(C[C@H]2CN3CCC(CC3)(NC(=O)N)c4ccccc4)c5ccc(Cl)c(Cl)c5,0.6,-0.22184875
CN(C)C(=O)N1CCC(CN(C2CN(Cc3cncn3C)c4ccc(cc4C2)C#N)S(=O)(=O)c5ccccn5)CC1,0.6,-0.22184875
Clc1cc(Cl)cc(NCC2=CC(=O)NN2)c1,0.6,-0.22184875
CCSc1ccc(cc1)C(=O)NC2(CCCC2)C(=O)N[C@H](Cc3ccccc3)C(=O)NCC4CCN(CC5CCOCC5)CC4,0.6,-0.22184875
CCOc1ccc(Cc2nc3cc(ccc3n2CC4CCCCC4)N(C)S(=O)(=O)c5cccs5)nc1,0.6,-0.22184875
CCOC(=O)c1cc(C#N)c(nc1C)N2CC(C2)C(=O)NS(=O)(=O)Cc3ccc(C)cc3,0.6,-0.22184875
CCOC(=O)c1cc(C#N)c(nc1C(F)(F)F)N2CCN(CC2)C(=O)NS(=O)(=O)c3ccccc3,0.6,-0.22184875
CCNC(=O)N1CCC(CN(C2CN(Cc3cncn3C)c4ccc(cc4C2)C#N)S(=O)(=O)c5ccccn5)CC1,0.6,-0.22184875
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]cnc3c2)c1F,0.6,-0.22184875
CCCCC1N(CC2CCOCC2)C(=O)OC13CCN(CC3)C4(C)CCN(CC4)C(=O)c5c(C)ncnc5C,0.6,-0.22184875
CCCC(=O)c1cnn(c1C)c2ccc(NC(=O)c3cn(CC(=O)N4CCN(Cc5cc(C)on5)CC4)c6ccc(Cl)cc36)cc2,0.6,-0.22184875
Cc1ncnc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N4[C@@H](CN(C5CCOCC5)C4=O)c6ccccc6,0.6,-0.22184875
Cc1nc(sc1C(=O)NCc2ccccc2)N3C=CC(=CC3=O)CCc4ccccc4,0.6,-0.22184875
Cc1cc(NC(=O)CC2=NC(=CC(=O)N2)N3CCOCC3)ccc1F,0.6,-0.22184875
Cc1cc(COc2ccc(cc2)C(=O)N[C@@H]3CN(CC[C@@H]3C(=O)NO)C(C)(C)C)c4ccccc4n1,0.6,-0.22184875
Cc1cc(Cc2ccc(cc2)C(=O)N[C@@H]3CCOC[C@@H]3C(=O)NO)c4ccccc4n1,0.6,-0.22184875
Cc1c(sc2ccc(NC(=O)C3(CCC3)NC(=O)c4ccc5c(C6CCCCC6)c(c7ccccn7)n(C)c5c4)cc12)C(=O)O,0.6,-0.22184875
CC1=C(C)C(=O)n2nc(cc2N1)[C@@H]3CCCCN3C(=O)c4ccccc4O,0.6,-0.22184875
CC1=C(C(=O)Nc2ccc(cc2)C(F)(F)F)C(=O)N(N1)c3ccccn3,0.6,-0.22184875
CC(N1CCc2c(C1=O)c(Cc3ccccc3S(=O)(=O)c4ccccc4)c(C)n2CC(=O)O)C(F)(F)F,0.6,-0.22184875
CC(C)NC(=O)N1CCC(CN(C2CN(Cc3cncn3C)c4ccc(cc4C2)C#N)S(=O)(=O)c5ccccn5)CC1,0.6,-0.22184875
CC(C)N1Cc2c(NCc3cc4ccccc4cn3)nc(nc2C1=O)N5CCN(CC5)C(=O)C,0.6,-0.22184875
CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC3CCC3)C(=O)C(=O)N)C2(C)C)C(C)(C)C,0.6,-0.22184875
CC(C)(C)CCN1N2CCCC2(C)C(=C(C1=O)C3=NS(=O)(=O)c4cc(NS(=O)(=O)C)ccc4N3)O,0.6,-0.22184875
CC#CCn1c(N2CCCNCC2)c(C#N)c3N=CN(Cc4ncc5ccccc5n4)C(=O)c13,0.6,-0.22184875
C[C@@H]1C[C@@H](CCN1)C2=CC(=O)NO2,0.6,-0.22184875
C[C@@H](NC(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC3CC3)N(C)S(=O)(=O)C)c4ccc(F)cc4,0.6,-0.22184875
N[C@@H]1CCCN(C1)C2=Nc3[nH]c(cc3C(=O)N2Cc4ccccc4C#N)c5ccc(F)cc5,0.59,-0.229147988
CS(=O)(=O)Nc1ccc2NC(=NS(=O)(=O)c2c1)C3=C(O)C(=NN(CCC4CC4)C3=O)C5=CCCC5,0.59,-0.229147988
COc1cc2CCN(Cc3csc(n3)c4ccc5cc(Br)ccc5c4)Cc2cc1OC,0.59,-0.229147988
CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]3CCCN3C(=O)[C@@H](CC(C)C)NC1=O,0.59,-0.229147988
N[C@@H](Cc1ccccc1)C(=O)N2CC[C@@H]([C@@H]2C(=O)N)c3ccccc3,0.58,-0.236572006
CN[C@@H](Cc1ccccc1)C(=O)N(C)CC(=O)NCC(=O)NCC(=O)NCC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N,0.58,-0.236572006
Cc1ccccc1C[C@H](NC(=O)[C@@H](N)Cc2ccccc2)C(=O)N,0.58,-0.236572006
CC(C)CCN1N=C(C(=C(C1=O)C2=NS(=O)(=O)c3cc(NS(=O)(=O)C)ccc3N2)O)C(C)(C)C,0.58,-0.236572006
CC(C)C[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)[C@@H]4CCCN4C1=O,0.58,-0.236572006
CC(C)[C@@H](N)C(=O)NCCCCCC(=O)O[C@H](CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C)[C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F,0.58,-0.236572006
OC(=O)c1ccc2[nH]c(nc2c1)C(F)(F)F,0.57,-0.244125144
NCC(=O)N1CCn2c(C1)nc(c3cccc(F)c3)c2Nc4ccc(F)cc4,0.56,-0.251811973
CC(C)CC(=O)N1CCC(CC(=O)NO)(CC1)NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2,0.56,-0.251811973
CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)CN3C=C(CO)C(=O)N=C3SCc4ccc(F)cc4,0.555555556,-0.255272505
N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)C2CC2)Cc3cc(F)c(F)cc3F,0.55,-0.259637311
CN1CCc2cc(ccc2C1)c3ccc4oc5C(=NC(=O)N(CCN6CCC(F)(F)C6)c5c4c3)c7ccccc7,0.55,-0.259637311
Cn1c2CC3CCC(N3)c2c4cc(ccc14)S(=O)(=O)c5ccc6[nH]ccc6c5,0.55,-0.259637311
CCS(=O)(=O)CCN1CCC(CC(=O)NO)(CC1)NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2,0.55,-0.259637311
Cc1ccc(NC(=O)c2ccc3nc([nH]c3c2)c4c(C)cc(CCC(=O)O)cc4C)cc1C,0.55,-0.259637311
Cc1cc(COc2ccc(cc2)C(=O)NC3(CC(=O)NO)CCN(CCF)CC3)c4ccccc4n1,0.55,-0.259637311
CC1=CN=C(NCCc2ccc(F)cc2)C(=O)N1CC(=O)NCCONC(=N)N,0.55,-0.259637311
[Na+].OC[C@H]1O[C@H](Oc2cc(ccc2Cl)c3ccc(cc3)C(=O)[O-])[C@@H](O)[C@@H](O)[C@@H]1O,0.55,-0.259637311
Cc1cc(O)cc(C)c1CC(N)C(=O)NCCCc2nc(O)c(CCCNC(=O)C(N)Cc3c(C)cc(O)cc3C)nc2C,0.547,-0.262012674
NS(=O)(=O)c1cc(C(=O)O)c(NCc2occc2)cc1Cl,0.545,-0.263603498
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]4CCCN4C(=O)[C@H](Cc5ccc(O)cc5)NC(=O)CCC(=O)N[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O,0.545,-0.263603498
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]2NCC[C@H]2c3ccccc3,0.54,-0.26760624
CN(C)C(=O)CNC(=O)Nc1nc2ccc(cn2n1)c3cncc(c3)S(=O)(=O)NC(C)(C)C,0.54,-0.26760624
CCOC(=O)c1cnc(N2CCN(CC2)C(=O)NS(=O)(=O)c3ccc(F)cc3)c(Cl)c1,0.54,-0.26760624
C1CC(CCC1CN)C(=O)O,0.5363,-0.270592203
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0.5361,-0.270754193
